numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07872;20220201071000;1355.000000;mq;mq;265.950000;261.760000;72;mq;mq;mq;mq;mq;mq;/;/;/;mq;263.150000;mq;266.750000;mq;0.400000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20220201112000;1665.000000;90;4.000000;277.550000;261.470000;30;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.240000;0.000000;-50;750.000000;3100.000000;mq;269.150000;mq;0;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07590;20220201125000;1270.000000;0;0.000000;275.150000;267.980000;59;0;0;0;2;2;1250;6;0;0;mq;mq;mq;mq;mq;0.270000;0.000000;-50;750.000000;3100.000000;mq;271.950000;mq;0;0;5;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20220201124000;1860.000000;130;2.000000;272.550000;264.850000;56;0;0;0;5;5;1250;0;7;/;mq;mq;mq;mq;mq;1.060000;0.000000;-50;750.000000;3100.000000;mq;271.450000;mq;0;3;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;2;mq;1;180.000000;
07881;20220201124000;2550.000000;40;8.000000;266.950000;263.240000;75;36;3;0;7;7;450;0;3;0;mq;mq;mq;mq;mq;1.800000;0.000000;-50;750.000000;3100.000000;mq;264.550000;mq;0;0;9;mq;mq;mq;mq;1;40;20.000000;mq;mq;mq;3;2;mq;1;280.000000;
07882;20220201122000;1382.000000;310;7.000000;270.950000;268.450000;83;0;0;3;5;3;450;2;1;0;mq;mq;mq;mq;mq;0.700000;0.000000;-50;750.000000;3100.000000;mq;270.350000;mq;0;mq;0;mq;mq;mq;mq;2;360;10.000000;1.000000;mq;mq;9;3;mq;2;mq;
07892;20220201123000;1700.000000;0;0.000000;268.650000;265.400000;78;0;0;0;2;2;3500;0;3;0;mq;mq;mq;mq;mq;0.870000;0.000000;-50;750.000000;3100.000000;mq;267.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;4;mq;2;mq;
07895;20220201123500;1970.000000;0;0.000000;268.450000;264.170000;72;0;0;0;5;5;250;5;3;2;mq;mq;mq;mq;mq;0.950000;0.000000;-50;750.000000;3100.000000;mq;265.850000;mq;0;0;5;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;4;mq;2;mq;
07896;20220201123000;1416.000000;0;0.000000;269.550000;268.870000;95;0;0;0;3;3;1750;0;2;0;mq;mq;mq;mq;mq;0.730000;0.000000;-50;750.000000;3100.000000;mq;267.950000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;4;mq;0;100.000000;
07904;20220201123000;2080.000000;0;0.000000;265.950000;260.300000;64;0;3;4;2;2;450;6;7;0;mq;mq;mq;mq;mq;1.040000;0.000000;-50;750.000000;3100.000000;mq;263.350000;mq;0;0;4;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;3;mq;1;mq;
07922;20220201125000;2295.000000;0;0.000000;269.150000;266.210000;80;0;0;0;4;3;800;5;3;2;mq;mq;mq;mq;mq;0.610000;0.000000;-50;750.000000;3100.000000;mq;263.150000;mq;0;0;5;mq;mq;mq;mq;2;310;4.000000;mq;mq;mq;9;9;mq;1;150.000000;
07939;20220201125500;1860.000000;0;0.000000;273.550000;261.820000;41;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.380000;0.000000;-50;750.000000;3100.000000;mq;266.150000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.480000;0.000000;mq;7;5;mq;mq;mq;
07942;20220201120000;1910.000000;0;0.000000;272.250000;256.830000;30;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.280000;0.000000;-50;750.000000;3100.000000;mq;265.050000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;6;7;mq;2;mq;
07904;20220201065000;2080.000000;0;0.000000;260.550000;258.980000;88;0;7;3;3;2;30;6;3;9;mq;mq;260.550000;mq;272.550000;1.040000;0.010000;-99;768.000000;3101.000000;mq;263.350000;mq;0;mq;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;1;mq;
07921;20220201084800;1680.000000;130;2.000000;273.350000;259.320000;34;0;0;0;3;2;2250;0;3;2;0.000000;mq;270.050000;mq;277.550000;0.380000;0.000000;-99;768.000000;3100.000000;mq;266.150000;mq;0;0;9;mq;mq;mq;mq;2;0;0.000000;mq;mq;mq;4;7;mq;mq;mq;
07921;20220201131600;1680.000000;0;0.000000;279.250000;265.980000;38;0;0;0;2;2;1250;0;3;0;mq;mq;mq;mq;mq;0.380000;0.000000;-50;750.000000;3100.000000;mq;268.750000;mq;0;0;5;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;5;mq;mq;mq;
07922;20220201085000;2295.000000;300;5.000000;261.050000;mq;mq;0;7;3;2;1;250;5;1;2;1.200000;mq;259.650000;mq;266.350000;0.610000;0.010000;-99;768.000000;3101.000000;mq;261.150000;mq;0;3;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;9;mq;1;140.000000;
07498;20220201134000;1854.000000;310;2.000000;266.250000;258.270000;53;0;0;0;1;1;800;6;0;0;mq;mq;mq;mq;mq;0.970000;0.000000;-50;750.000000;3100.000000;mq;267.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07900;20220201131500;2040.000000;270;2.000000;265.050000;260.720000;71;0;0;0;3;3;80;5;0;7;mq;mq;mq;mq;mq;0.720000;0.000000;-50;750.000000;3100.000000;mq;266.250000;mq;0;mq;4;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;1;150.000000;
07925;20220201123000;1905.000000;360;30.000000;274.150000;262.050000;40;0;3;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.420000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;9;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;
07457;20220201113000;790.000000;0;0.000000;275.150000;mq;mq;0;7;0;7;2;800;6;7;0;mq;mq;mq;mq;mq;0.090000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07582;20220201081500;1350.000000;0;0.000000;267.650000;262.490000;67;0;0;7;0;0;mq;0;0;0;1.800000;mq;266.250000;mq;274.850000;0.630000;0.020000;-99;768.000000;3102.000000;mq;266.650000;mq;0;1;9;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;9;4;mq;1;190.000000;
07582;20220201130000;1350.000000;0;0.000000;273.150000;mq;mq;0;0;0;3;1;3500;0;3;2;mq;mq;mq;mq;mq;0.620000;0.000000;-50;750.000000;3100.000000;mq;268.950000;mq;0;0;5;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;9;4;mq;1;190.000000;
07721;20220201131500;1760.000000;0;0.000000;267.950000;267.550000;97;49;0;4;9;9;mq;/;/;/;mq;mq;mq;mq;mq;0.950000;0.000000;-50;750.000000;3100.000000;mq;269.450000;mq;0;mq;0;mq;mq;mq;mq;3;0;0.000000;1.000000;0.000000;mq;2;9;mq;1;mq;
07811;20220201085000;2350.000000;310;11.000000;265.150000;247.130000;22;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;259.550000;mq;268.650000;0.620000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;9;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07856;20220201112500;1620.000000;0;0.000000;269.250000;265.470000;75;0;0;0;8;8;150;0;1;/;mq;mq;mq;mq;mq;0.870000;0.000000;-50;750.000000;3100.000000;mq;269.950000;mq;0;mq;0;mq;mq;mq;mq;3;40;5.000000;2.400000;0.000000;mq;1;2;mq;0;120.000000;
07887;20220201133500;1500.000000;0;0.000000;269.150000;267.610000;89;0;4;0;7;7;30;6;1;/;mq;mq;mq;mq;mq;0.650000;0.000000;-50;750.000000;3100.000000;mq;271.150000;mq;0;0;mq;mq;mq;mq;mq;3;0;0.000000;1.200000;0.000000;mq;1;9;mq;1;180.000000;
07393;20220202070000;2196.000000;130;5.000000;268.550000;mq;mq;70;3;7;9;9;mq;/;/;/;mq;mq;264.250000;mq;270.050000;0.780000;0.030000;-99;768.000000;3103.000000;mq;268.350000;mq;0;mq;3;mq;mq;mq;mq;3;130;2.000000;0.700000;0.050000;mq;1;2;mq;mq;mq;
07909;20220202073000;1700.000000;360;2.000000;272.550000;271.850000;95;61;7;6;9;9;mq;/;/;/;16.100000;mq;265.250000;mq;278.850000;1.150000;0.150000;-99;768.000000;3115.000000;mq;270.350000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07939;20220202072000;1860.000000;90;5.000000;281.050000;266.520000;35;0;0;0;1;0;8000;0;0;2;0.000000;mq;266.150000;mq;281.850000;0.380000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;1;310;12.000000;0.480000;0.000000;mq;7;5;mq;mq;mq;
07392;20220202070000;1036.000000;300;3.000000;274.750000;274.610000;99;44;6;7;9;9;mq;/;/;/;9.400000;mq;mq;mq;mq;0.200000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20220202075000;1854.000000;310;2.000000;270.450000;267.480000;80;0;7;3;8;8;800;6;3;/;7.900000;mq;263.950000;mq;270.450000;1.060000;0.090000;-99;768.000000;3109.000000;mq;267.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;1;mq;mq;mq;
07599;20220202075000;1240.000000;360;14.000000;279.350000;271.700000;58;0;0;0;1;1;3500;0;3;0;0.000000;mq;268.950000;mq;280.250000;0.070000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07889;20220202075000;1800.000000;0;0.000000;273.050000;270.670000;84;45;7;6;9;9;mq;/;/;/;6.100000;mq;262.550000;mq;273.050000;0.520000;0.070000;-99;768.000000;3107.000000;mq;271.350000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;7;mq;mq;mq;
07900;20220202071500;2040.000000;90;2.000000;270.150000;267.670000;83;70;7;4;7;7;450;6;0;0;7.300000;mq;259.950000;mq;270.550000;0.750000;0.050000;-99;768.000000;3105.000000;mq;267.550000;mq;0;2;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;3;mq;1;160.000000;
07901;20220202070000;1867.000000;0;0.000000;269.650000;269.520000;99;88;7;0;8;8;mq;6;/;/;20.000000;mq;263.650000;mq;269.650000;1.020000;0.120000;-99;768.000000;3112.000000;mq;270.050000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;9;mq;0;200.000000;
07904;20220202063000;2080.000000;270;7.000000;270.750000;269.330000;90;71;7;3;9;9;mq;/;/;/;mq;mq;260.550000;mq;271.150000;1.150000;0.140000;-99;768.000000;3114.000000;mq;267.750000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07911;20220202072000;1636.000000;270;2.000000;272.250000;mq;mq;45;7;6;9;9;mq;/;/;/;13.000000;mq;266.250000;mq;272.250000;1.080000;0.060000;-99;768.000000;3106.000000;mq;268.550000;mq;0;mq;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;9;mq;mq;mq;
07959;20220202074000;1860.000000;180;7.000000;mq;mq;mq;0;4;3;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.850000;0.000000;-99;768.000000;3100.000000;mq;271.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;7;mq;2;mq;
07608;20220202070000;1327.000000;360;2.000000;279.150000;mq;mq;0;6;4;0;0;mq;0;0;0;3.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;7;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07711;20220202063000;1524.000000;0;0.000000;270.650000;264.970000;65;70;7;4;9;9;mq;/;/;/;8.400000;mq;266.550000;mq;270.850000;0.900000;0.070000;-99;768.000000;3107.000000;mq;268.550000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;0;50.000000;
07881;20220202080000;2550.000000;40;10.000000;270.450000;267.640000;81;36;7;3;2;2;450;0;2;0;mq;mq;263.550000;mq;270.550000;1.800000;0.030000;-99;768.000000;3103.000000;mq;266.450000;mq;0;0;9;mq;mq;mq;mq;2;40;20.000000;mq;mq;mq;3;2;mq;1;280.000000;
07882;20220202080000;1382.000000;360;5.000000;274.550000;273.540000;93;0;7;3;8;8;250;2;/;/;2.000000;mq;270.550000;mq;274.550000;0.730000;0.010000;-99;768.000000;3101.000000;mq;272.850000;mq;0;1;0;mq;mq;mq;mq;2;360;12.000000;mq;mq;mq;6;9;mq;1;120.000000;
07891;20220202080000;1209.000000;0;0.000000;274.150000;mq;mq;0;7;6;8;8;800;5;/;/;12.100000;mq;mq;mq;mq;0.650000;0.050000;-99;768.000000;3105.000000;mq;272.150000;mq;0;0;mq;mq;mq;mq;mq;3;0;0.000000;1.500000;0.080000;mq;1;6;mq;mq;mq;
07895;20220202070000;1970.000000;0;0.000000;271.150000;270.030000;92;70;6;4;8;8;450;2;3;/;5.200000;mq;261.650000;mq;271.650000;0.990000;0.040000;-99;768.000000;3104.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07907;20220202083000;1585.000000;0;0.000000;273.950000;272.340000;89;0;7;6;7;7;1250;0;3;/;4.600000;mq;269.450000;mq;275.250000;0.670000;0.030000;-99;768.000000;3103.000000;mq;272.150000;mq;0;2;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;1;220.000000;
07921;20220202080000;1680.000000;310;10.000000;280.950000;261.620000;24;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.150000;mq;281.150000;0.280000;0.000000;-99;768.000000;3100.000000;mq;270.250000;mq;0;0;0;mq;mq;mq;mq;1;310;15.000000;mq;mq;mq;7;5;mq;2;mq;
07921;20220202081500;1680.000000;270;15.000000;282.350000;264.770000;28;0;0;0;1;0;8000;0;0;2;0.000000;mq;mq;mq;282.350000;0.380000;0.000000;-99;768.000000;3100.000000;mq;271.650000;mq;0;0;9;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;7;mq;mq;mq;
07923;20220202083000;1895.000000;360;14.000000;279.850000;263.900000;31;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.950000;mq;279.850000;0.380000;0.000000;-99;768.000000;3100.000000;mq;272.750000;mq;0;0;9;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;2;mq;
07925;20220202073000;1905.000000;360;25.000000;276.450000;265.930000;46;0;3;0;3;1;1750;0;4;2;0.000000;mq;265.750000;mq;276.450000;0.420000;0.000000;-99;768.000000;3100.000000;mq;270.850000;mq;0;0;9;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;7;mq;2;mq;
07942;20220202080000;1910.000000;310;10.000000;280.950000;261.620000;24;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.150000;mq;281.150000;0.280000;0.000000;-99;768.000000;3100.000000;mq;270.250000;mq;0;0;0;mq;mq;mq;mq;1;310;15.000000;mq;mq;mq;7;5;mq;2;mq;
07945;20220202080000;1270.000000;360;14.000000;284.350000;269.060000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.850000;mq;285.950000;0.050000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;5;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07957;20220202082000;1740.000000;0;0.000000;276.550000;260.590000;30;0;6;0;0;0;mq;0;0;0;0.200000;mq;270.550000;mq;281.350000;1.450000;0.000000;-99;768.000000;3100.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07960;20220202080000;1590.000000;270;2.000000;278.250000;274.370000;76;0;0;4;1;0;8000;0;0;2;0.000000;mq;270.050000;mq;279.750000;0.500000;0.000000;-99;768.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07970;20220202080000;1789.000000;270;2.000000;275.450000;267.090000;54;0;6;4;2;2;3500;0;1;2;1.000000;mq;265.750000;mq;275.450000;0.900000;0.000000;-99;768.000000;3100.000000;mq;270.750000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;3;mq;2;210.000000;
07575;20220202082500;2134.000000;40;3.000000;276.550000;266.020000;46;0;3;0;2;1;1750;0;3;2;0.000000;mq;270.550000;mq;276.950000;0.620000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;9;mq;mq;mq;mq;2;360;17.000000;0.720000;0.000000;mq;7;3;mq;2;mq;
07721;20220202075000;1760.000000;220;2.000000;271.550000;271.550000;100;71;7;4;9;9;mq;/;/;/;16.000000;mq;264.750000;mq;271.550000;1.040000;0.090000;-99;768.000000;3109.000000;mq;271.050000;mq;0;mq;0;mq;mq;mq;mq;3;270;3.000000;1.100000;0.100000;mq;1;2;mq;0;200.000000;
07885;20220202083500;1603.000000;310;2.000000;273.850000;272.250000;89;0;0;7;4;3;30;6;7;0;7.200000;mq;266.550000;mq;274.450000;0.750000;0.050000;-99;768.000000;3105.000000;mq;271.250000;mq;0;5;5;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07892;20220202073000;1700.000000;0;0.000000;271.150000;270.600000;96;45;6;7;9;9;mq;/;/;/;5.200000;mq;261.450000;mq;271.450000;0.890000;0.050000;-99;768.000000;3105.000000;mq;269.650000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07893;20220202080000;1780.000000;0;0.000000;266.150000;265.070000;92;45;7;4;9;9;mq;/;/;/;5.900000;mq;263.050000;mq;267.150000;1.030000;0.040000;-99;768.000000;3104.000000;mq;268.550000;mq;0;mq;mq;mq;mq;mq;mq;2;360;3.000000;1.390000;0.030000;mq;7;3;mq;2;mq;
07894;20220202082000;1350.000000;0;0.000000;274.350000;273.640000;95;0;7;6;7;7;150;6;2;0;5.200000;mq;267.350000;mq;274.350000;0.470000;0.030000;-99;768.000000;3103.000000;mq;272.750000;mq;0;1;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;9;mq;2;mq;
07928;20220202082000;1530.000000;220;2.000000;271.750000;271.200000;96;71;7;7;9;9;mq;/;/;/;15.500000;mq;266.550000;mq;271.950000;0.800000;0.120000;-99;768.000000;3112.000000;mq;270.950000;mq;0;mq;0;mq;mq;mq;mq;3;0;0.000000;1.110000;0.100000;mq;2;3;mq;1;110.000000;
07955;20220202082500;1840.000000;0;0.000000;276.450000;263.130000;37;0;6;4;0;0;mq;0;0;0;0.200000;mq;271.250000;mq;279.650000;1.000000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;1.700000;0.000000;mq;7;3;mq;2;mq;
07974;20220202084000;1500.000000;0;0.000000;272.550000;271.560000;93;0;6;7;0;0;mq;0;0;0;1.600000;mq;269.050000;mq;275.550000;0.950000;0.010000;-99;768.000000;3101.000000;mq;269.750000;mq;0;7;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07813;20220202090000;1210.000000;0;0.000000;275.150000;mq;mq;69;7;7;8;8;mq;5;/;/;22.200000;mq;mq;mq;mq;1.120000;0.150000;-99;768.000000;3115.000000;mq;270.750000;mq;0;mq;0;mq;mq;mq;mq;3;220;4.000000;1.120000;0.050000;mq;mq;mq;mq;mq;mq;
07953;20220202082000;1800.000000;0;0.000000;278.250000;259.310000;24;0;0;4;0;0;mq;0;0;0;0.000000;mq;271.850000;mq;280.750000;0.920000;0.000000;-99;768.000000;3100.000000;mq;269.450000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07964;20220202090000;2020.000000;0;0.000000;278.550000;256.090000;18;0;6;3;0;0;mq;0;0;0;0.900000;mq;268.650000;mq;279.950000;1.150000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07454;20220202090000;1535.000000;360;5.000000;272.450000;mq;mq;70;7;0;9;9;mq;/;/;/;13.200000;mq;mq;mq;mq;0.500000;0.080000;-99;768.000000;3108.000000;mq;272.050000;mq;0;mq;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;9;2;mq;0;230.000000;
07589;20220202083000;1570.000000;0;0.000000;274.150000;mq;mq;0;7;3;1;1;1250;0;3;0;4.300000;mq;268.650000;mq;275.650000;0.450000;0.030000;-99;768.000000;3103.000000;mq;272.750000;mq;0;5;9;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;8;mq;1;mq;
07595;20220202092000;1915.000000;360;2.000000;272.550000;253.940000;23;0;0;0;3;3;8000;0;0;2;0.000000;mq;266.550000;mq;272.550000;0.450000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07596;20220202093500;1717.000000;0;0.000000;281.650000;268.140000;38;0;3;0;1;0;8000;0;0;2;0.000000;mq;273.150000;mq;281.650000;0.330000;0.000000;-99;768.000000;3100.000000;mq;271.950000;mq;0;0;5;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;7;mq;2;mq;
07878;20220202083000;1600.000000;0;0.000000;276.750000;271.190000;67;0;7;3;4;2;800;5;0;2;1.200000;mq;264.850000;mq;276.850000;0.400000;0.010000;-99;768.000000;3101.000000;mq;271.050000;mq;0;0;9;mq;mq;mq;mq;2;90;5.000000;mq;mq;mq;9;3;mq;2;mq;
07890;20220202080000;2208.000000;0;0.000000;271.950000;268.090000;75;0;7;3;6;6;450;5;2;9;3.700000;mq;270.450000;mq;mq;1.000000;0.040000;-99;768.000000;3104.000000;mq;269.150000;mq;0;4;mq;mq;mq;mq;mq;2;310;15.000000;mq;mq;mq;1;3;mq;2;mq;
07896;20220202074500;1416.000000;0;0.000000;271.850000;271.570000;98;0;7;4;8;8;800;0;2;/;7.200000;mq;264.850000;mq;272.350000;0.800000;0.070000;-99;768.000000;3107.000000;mq;271.250000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;2;mq;2;mq;
07902;20220202080000;2022.000000;360;10.000000;271.550000;269.520000;86;36;7;3;7;7;150;0;4;2;5.000000;mq;mq;mq;mq;1.370000;0.020000;-99;768.000000;3102.000000;mq;266.050000;mq;0;mq;9;mq;mq;mq;mq;2;360;20.000000;mq;mq;mq;2;9;mq;1;200.000000;
07916;20220202084000;1594.000000;0;0.000000;273.850000;270.960000;81;0;7;0;7;7;450;6;7;/;mq;mq;272.250000;mq;274.950000;0.700000;0.050000;-99;768.000000;3105.000000;mq;271.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;1;180.000000;
07929;20220202090000;1855.000000;0;0.000000;277.150000;264.760000;40;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.750000;mq;277.650000;0.720000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;5;mq;mq;mq;mq;1;310;27.000000;mq;mq;mq;4;4;mq;1;220.000000;
07943;20220202093500;1650.000000;40;2.000000;278.650000;256.820000;19;0;4;3;0;0;mq;0;0;0;0.000000;mq;270.450000;mq;280.250000;0.450000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;4;1;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07950;20220202093000;1590.000000;0;0.000000;280.650000;260.830000;23;0;4;0;0;0;mq;0;0;0;0.000000;mq;268.250000;mq;282.150000;0.530000;0.000000;-99;768.000000;3100.000000;mq;270.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;1;mq;2;mq;
07969;20220202075000;1763.000000;0;0.000000;278.950000;265.020000;36;0;0;0;1;0;8000;0;0;2;0.100000;mq;267.950000;mq;279.650000;0.900000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;2;360;1.000000;1.700000;0.000000;mq;6;4;mq;2;mq;
07877;20220202085000;1642.000000;310;3.000000;273.150000;259.840000;36;70;7;7;8;8;mq;0;2;/;6.700000;mq;265.550000;mq;273.150000;0.680000;0.040000;-99;768.000000;3104.000000;mq;271.650000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;6;mq;2;mq;
07887;20220202090000;1500.000000;0;0.000000;273.050000;272.770000;98;71;7;3;8;8;30;6;/;/;19.600000;mq;266.550000;mq;273.050000;0.750000;0.100000;-99;768.000000;3110.000000;mq;270.850000;mq;0;mq;mq;mq;mq;mq;mq;3;310;2.000000;1.300000;0.100000;mq;1;9;mq;0;480.000000;
07973;20220202090000;1472.000000;180;20.000000;280.150000;274.020000;65;0;6;mq;1;0;8000;0;0;2;2.500000;mq;268.950000;mq;280.150000;0.700000;0.010000;-99;768.000000;3101.000000;mq;272.950000;mq;0;7;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;6;6;mq;1;mq;
07981;20220202093000;2108.000000;360;6.000000;279.950000;260.760000;24;0;3;3;2;0;8000;0;0;2;0.000000;mq;273.350000;mq;279.950000;0.750000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;5;mq;mq;mq;mq;2;360;12.000000;mq;mq;mq;7;3;mq;2;mq;
07470;20220202080000;1850.000000;0;0.000000;270.350000;270.080000;98;70;7;6;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;1.000000;0.060000;-99;768.000000;3106.000000;mq;270.450000;mq;0;mq;0;mq;mq;mq;mq;2;310;1.000000;1.750000;0.100000;mq;0;0;0;mq;mq;
07730;20220202095400;1468.000000;0;0.000000;278.050000;267.670000;47;0;mq;mq;0;0;mq;0;0;0;mq;mq;268.850000;mq;278.350000;0.600000;0.000000;-99;768.000000;3100.000000;mq;272.850000;mq;0;5;0;mq;mq;mq;mq;2;0;0.000000;1.100000;0.100000;mq;6;4;mq;2;mq;
07903;20220202093000;1400.000000;360;2.000000;274.350000;273.490000;94;70;7;6;8;8;250;5;/;/;13.600000;mq;266.550000;mq;274.350000;0.280000;0.040000;-99;768.000000;3104.000000;mq;272.750000;mq;0;2;1;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;9;mq;1;240.000000;
